ITEM	REF	DESC	MEAN	ALT	FS	D1	D2	D3	D4	D5	D6	D7
20895	302	0402592965910	40000	21000	F	7000	7100					
20896	302	0402592965910	40000	11000	F	44600	43400					
20897	302	0402592965910	40000	6000	F	312100	392000					
20898	302	0402592965916	40000	31000	F	1100	1200					
20899	302	0402592965916	40000	21000	F	3000	3900					
20900	302	0402592965916	40000	11000	F	9600	19300					
20901	302	0402592965916	40000	6000	F	118700	81600					
20902	302	0402592865910	40000	31000	F	9300	12000					
20903	302	0402592865910	40000	21000	F	29600	36100					
20904	302	0402592865916	40000	31000	F	5700	6000					
20905	302	0402592865916	40000	21000	F	15000	11700					
20906	302	0402592865916	40000	11000	F	80600	70500					
20907	302	0402592965910	40000	31000	F	3800	4300					
20908	302	0402592965910	40000	21000	F	19700	17100					
20909	302	0402592965910	40000	11000	F	171200	177500					
20910	302	0402592965916	40000	31000	F	2500	2100					
20911	302	0402592965916	40000	21000	F	6700	6800					
